customer_id,churn
1-00-734847-X.23794,0
0-13-390530-6.23817,0
0-7511-9269-4.23820,0
0-626-58977-0.23825,0
0-10-565626-7.23837,0
0-17-289804-8.23838,0
0-638-17436-8.23851,0
0-214-92066-6.23856,0
0-8494-4570-1.23857,0
0-8406-0748-2.23859,0
1-75188-552-6.23862,0
0-352-72778-0.23864,1
1-138-53373-4.23869,0
0-694-85476-X.23872,0
0-470-99384-7.23881,0
0-07-657400-8.23887,0
1-4842-9301-0.23908,0
0-221-71181-3.23930,0
1-332-21918-7.23932,0
1-346-16570-X.23935,0
1-00-562782-7.23936,0
1-353-16515-9.23942,0
0-85111-927-1.23950,0
0-527-67999-2.23951,0
1-85285-549-5.23966,0
0-86463-076-X.23972,0
1-56230-939-0.23973,0
0-321-72466-6.23978,0
1-76665-098-8.23980,0
1-274-23721-1.23984,0
0-8105-7455-1.23985,0
1-5182-3539-5.23987,0
0-642-92016-8.23998,0
0-02-166979-1.24011,0
0-8153-5671-4.24024,0
0-9955878-5-X.24048,0
0-270-23669-4.24077,0
0-423-50834-2.24079,0
0-442-35457-6.24080,0
0-01-243411-6.24083,0
0-565-35339-X.24085,0
0-935286-22-5.24089,0
0-88885-579-6.24102,0
1-957705-80-9.24109,0
0-289-39542-9.24119,0
1-84047-201-4.24135,0
1-55768-911-3.24144,0
0-922575-05-3.24162,0
1-946423-91-2.24167,0
1-111-89396-9.24178,0
0-607-09883-X.24193,0
1-134-26703-7.24197,0
0-8453-1737-7.24198,0
1-61693-662-2.24217,0
0-251-21172-X.24221,0
1-02-972927-1.24229,0
0-211-69764-8.24236,0
1-59681-592-2.24253,0
0-477-81795-5.24264,0
0-435-76233-8.24284,0
1-895757-99-1.24287,0
1-57047-893-7.24291,0
1-4503-9199-0.24299,0
1-4156-7365-9.24303,0
1-9786-6153-3.24318,0
1-4594-8074-0.24323,0
1-60854-978-X.24334,0
0-572-46426-6.24345,0
0-7737-7834-9.24347,0
1-81794-429-0.24361,0
0-04-958132-5.24380,0
0-640-72506-6.24381,0
0-04-413079-1.24392,0
0-7111-8391-0.24397,0
1-68075-004-6.24402,0
0-89832-091-7.24412,0
0-465-80972-3.24426,0
1-58971-958-1.24431,1
1-05-580956-2.24436,0
1-949694-23-2.24450,0
0-435-63367-8.24456,0
1-213-83170-9.24468,0
1-330-66662-3.24471,0
1-73013-969-8.24489,0
0-265-40775-3.24492,0
0-619-67113-0.24496,0
1-926349-97-0.24517,0
1-71625-474-4.24538,0
0-04-974115-2.24543,0
0-217-14990-1.24553,0
0-9561271-5-0.24560,0
0-482-62576-7.24573,0
0-06-325212-0.24575,0
0-469-35954-4.24581,0
1-08-903166-1.24582,0
0-14-072737-X.24584,0
1-59549-938-5.24585,1
0-288-46635-7.24603,0
1-9877-4225-7.24607,0
1-245-08296-5.24611,0
0-337-95548-4.24618,0
0-498-67768-0.24622,0
0-01-430748-0.24674,0
1-870261-43-7.24691,0
1-03-297686-1.24697,0
0-15-718459-5.24699,0
0-02-223091-2.24714,0
0-263-06317-8.24733,0
0-7819-1567-8.24738,0
0-579-05068-8.24747,0
0-513-28590-3.24756,0
1-874485-14-3.24781,0
0-7190-3136-2.24808,0
1-204-49759-1.24811,0
1-180-44555-4.24814,0
0-8123-9574-3.24817,0
0-430-63092-1.24828,0
1-06-299620-8.24831,0
1-58592-433-4.24845,0
1-05-573655-7.24875,0
0-8130-4764-1.24884,0
1-873121-55-5.24886,0
1-77530-741-7.24892,0
1-142-93743-7.24906,0
0-542-30384-1.24912,0
0-8379-5450-9.24916,0
0-449-43295-5.24923,0
1-992101-83-3.24960,0
0-15-569995-4.24967,0
1-5236-0048-9.24971,0
0-519-02328-5.24978,0
0-14-029658-1.24985,0
0-7014-4250-6.24988,0
1-246-46477-2.24991,0
1-9733-4334-7.24995,0
0-89736-546-1.25006,0
1-302-94045-7.25008,0
0-638-90882-5.25019,0
0-05-155383-X.25028,0
1-142-10049-9.25036,0
0-07-633884-3.25049,0
1-08-199740-0.25056,0
0-515-21153-2.25077,0
1-330-76110-3.25095,0
1-83912-244-7.25101,0
0-301-16344-8.25122,0
1-01-456509-X.25123,0
0-02-303654-0.25127,0
1-4776-1463-X.25145,0
1-313-33533-9.25163,0
0-04-266042-4.25184,1
0-566-89543-9.25188,0
0-664-45608-1.25190,0
0-233-23865-4.25193,0
1-74802-503-1.25200,0
1-335-95148-2.25202,0
1-276-81086-5.25206,0
0-434-71185-3.25207,0
0-514-62662-3.25216,0
1-4622-6430-1.25217,0
0-283-50688-1.25222,0
1-231-36252-9.25229,0
0-942957-57-1.25230,0
0-510-81120-5.25249,0
0-265-85167-X.25254,0
1-68463-093-2.25272,0
0-432-83418-4.25282,0
1-4807-3220-6.25302,0
1-4866-7277-9.25314,0
1-78361-214-2.25324,0
1-132-61902-5.25327,0
1-176-63797-5.25339,1
1-61717-317-7.25363,0
0-7104-1359-9.25364,0
0-7479-1337-4.25366,0
0-597-41342-8.25374,0
0-684-80478-6.25380,0
1-138-77193-7.25385,0
0-354-88840-4.25390,0
1-5487-2049-6.25392,0
0-7648-4616-7.25395,0
1-57070-056-7.25396,1
1-164-75610-9.25408,0
0-16-950324-0.25416,0
1-00-700986-1.25430,0
1-4537-7350-9.25436,0
0-542-57022-X.25448,0
1-4008-3492-9.25463,0
1-4636-8538-6.25482,0
0-89674-438-8.25484,0
0-283-46617-0.25492,0
0-902323-97-0.25494,0
1-298-41753-8.25514,1
0-8408-1426-7.25522,0
1-5165-4722-5.25523,0
1-217-98281-7.25540,0
1-9832-9956-1.25543,0
0-419-52435-5.25561,0
0-7171-7528-6.25563,0
0-917009-60-6.25566,0
1-923927-43-4.25575,0
1-9747-3946-5.25576,0
1-129-20720-X.25578,0
0-8497-5979-X.25590,0
1-4018-4318-2.25591,0
0-453-16291-6.25600,0
1-4585-7215-3.25604,0
1-64750-641-7.25616,0
0-332-29999-6.25622,0
1-64367-056-5.25628,0
1-383-51235-3.25640,0
0-237-45130-1.25645,0
1-108-87580-7.25646,0
1-4200-7382-6.25651,0
0-698-97487-5.25652,0
1-5363-1269-X.25661,0
1-118-53600-2.25662,0
0-661-43812-0.25695,0
0-464-91874-X.25709,0
0-7495-1193-1.25715,0
1-900065-03-7.25721,0
0-230-08400-1.25747,0
0-925751-45-6.25750,0
1-84261-014-7.25751,0
1-09-562991-3.25755,0
1-9746-1213-9.25763,0
1-5116-5630-1.25764,0
0-9599442-8-1.25765,0
1-966092-28-8.25768,0
0-7470-2415-4.25785,0
0-405-29928-1.25790,0
0-14-962579-0.25823,0
0-17-067280-8.25831,0
1-105-92622-2.25856,0
1-883082-75-7.25861,0
1-342-42582-0.25863,0
1-85016-919-5.25875,0
0-8276-3177-4.25880,0
1-82988-661-4.25884,0
0-350-88523-0.25888,0
1-63022-426-X.25898,1
0-7380-6932-9.25903,0
0-86298-873-X.25904,0
1-64711-033-5.25934,0
1-108-69696-1.25940,0
1-233-56867-1.25950,0
1-02-681330-1.25960,0
1-9834-5807-4.25971,0
0-07-429931-X.25981,1
1-348-20641-1.25987,0
0-266-56287-6.25990,0
1-281-84082-3.26003,0
0-642-45288-1.26011,0
0-00-436973-4.26016,0
1-252-27231-6.26018,0
1-166-50480-8.26021,0
1-889491-62-4.26044,0
0-7587-1462-9.26051,0
0-300-80866-6.26064,0
0-664-68904-3.26066,0
1-4381-5904-8.26071,0
0-653-53200-8.26075,0
0-8316-1371-8.26083,0
0-7298-2281-8.26100,0
1-155-86162-0.26101,0
1-187-06180-8.26105,0
0-500-91549-0.26108,0
1-152-56918-X.26115,0
1-5408-5267-9.26126,0
1-78065-804-4.26135,0
0-398-63382-7.26192,0
1-62778-897-2.26193,0
1-211-57097-5.26208,0
1-08-009558-6.26211,0
0-202-54787-6.26213,0
1-67166-235-0.26248,0
1-207-31107-3.26276,0
0-635-29192-4.26283,0
1-08-826678-9.26287,0
0-428-57721-0.26295,0
0-7454-4184-X.26296,0
0-215-73152-2.26311,0
1-4587-1383-0.26316,0
0-337-24465-0.26332,0
0-248-24116-8.26333,0
0-7739-6381-2.26356,0
0-571-46393-2.26370,0
1-08-482169-9.26372,1
1-943875-65-0.26376,0
1-879426-67-6.26403,0
0-08-257253-4.26441,0
1-63524-408-0.26442,0
1-201-28136-9.26445,0
1-396-07971-8.26447,0
1-84846-847-4.26456,0
0-564-52378-X.26461,0
1-67904-235-1.26462,0
0-11-370041-5.26490,0
0-631-85311-1.26495,0
0-436-57349-0.26503,0
1-5054-0534-3.26518,0
1-63510-862-4.26526,0
0-88544-602-X.26531,0
0-581-71390-7.26540,0
1-147-51022-9.26548,0
1-935987-27-5.26551,0
0-19-425516-6.26556,0
1-168-40978-0.26560,0
1-162-39530-3.26564,0
0-251-85025-0.26566,0
0-485-54601-9.26569,0
0-88804-166-7.26583,0
0-15-568833-2.26584,0
1-312-24463-1.26589,0
1-950622-63-0.26594,0
1-83314-205-5.26601,0
0-06-230103-9.26604,0
0-19-910206-6.26606,0
0-619-37226-5.26620,0
0-576-16671-5.26640,0
1-147-79181-3.26641,0
0-380-64627-7.26647,0
0-9572340-0-7.26652,0
0-14-503866-1.26677,0
1-397-07076-5.26682,0
0-85030-463-6.26683,1
0-13-534714-9.26687,0
1-166-18665-2.26719,0
1-4979-2456-1.26731,0
0-07-518707-8.26750,0
0-308-82806-2.26757,0
0-358-06963-7.26779,0
1-63282-203-2.26782,0
0-7948-6348-5.26783,0
1-59309-632-1.26789,0
0-413-47094-6.26803,0
0-494-74677-7.26804,0
1-326-32278-8.26813,1
1-895732-19-0.26828,0
0-406-28762-7.26891,0
1-894927-08-7.26899,0
0-7601-7583-7.26903,0
0-320-66080-X.26913,0
1-9838-5999-0.26917,0
1-55247-400-3.26921,0
1-927001-01-3.26925,0
0-563-70963-4.26958,0
1-870335-90-2.26990,0
0-590-61862-8.26995,0
1-67377-285-4.27002,1
1-375-17883-0.27010,0
0-225-56809-8.27022,0
0-284-78351-X.27029,0
1-892289-16-4.27043,0
0-265-71867-8.27048,0
1-4150-5607-2.27052,0
0-203-50527-1.27062,0
0-642-77582-6.27071,0
1-123-08405-X.27080,0
1-141-65209-9.27087,0
1-64979-749-4.27113,0
0-404-01976-5.27123,0
1-899659-66-8.27124,0
0-357-46836-8.27138,0
1-922310-46-8.27156,0
0-7216-0574-5.27160,0
1-5209-0097-X.27165,0
1-7376663-6-7.27173,0
0-577-69242-9.27175,0
1-874866-02-3.27193,0
1-256-17504-8.27200,0
1-65978-037-3.27204,0
0-13-636716-X.27212,0
1-67595-196-9.27231,0
0-544-70746-X.27262,0
0-462-05448-9.27272,0
0-7428-9966-7.27275,0
0-569-07881-4.27280,0
0-86576-538-3.27288,0
1-75446-768-7.27298,0
0-469-52658-0.27309,0
1-5478-4992-4.27320,0
1-84694-256-X.27333,0
1-281-78215-7.27339,0
0-2287-8590-1.27366,1
1-60455-578-5.27368,0
0-85840-854-6.27388,0
1-4248-0610-0.27400,0
1-334-25570-9.27407,0
0-515-15241-2.27421,0
1-04-513733-2.27448,0
1-140-75278-2.27455,0
0-19-631782-7.27472,0
0-679-38564-9.27494,0
0-689-69116-5.27506,0
1-187-30926-5.27509,0
1-4085-0630-0.27521,0
0-298-37579-6.27524,0
0-8031-0526-6.27547,0
1-61730-925-7.27558,0
0-7566-6287-7.27568,0
1-293-41606-1.27607,0
0-8286-5000-4.27635,0
1-84708-727-2.27636,0
1-246-14356-9.27641,0
1-55453-622-7.27642,0
0-402-11691-7.27656,0
0-9557705-5-6.27664,0
0-279-24014-7.27676,0
0-7474-2777-1.27682,0
0-483-24594-1.27683,0
1-07-571820-1.27691,0
0-7817-2649-2.27703,0
0-7850-8397-9.27705,0
1-936528-37-1.27712,0
1-297-64929-X.27722,0
1-315-39912-1.27727,1
0-651-98153-0.27728,0
0-8482-6924-1.27736,0
1-5470-3674-5.27747,0
0-589-54754-2.27761,0
0-13-448707-9.27780,0
1-4348-0848-3.27818,0
0-690-47951-4.27831,0
1-00-657972-9.27850,0
1-287-11374-5.27851,0
1-83173-753-1.27861,0
1-83109-384-7.27872,0
1-77751-099-6.27889,0
0-379-91308-9.27897,0
1-67708-511-8.27926,0
0-06-425602-2.27942,0
1-307-25486-1.27954,0
1-5452-4735-8.27955,0
0-15-439650-8.27956,0
0-7645-7142-7.27964,0
1-83306-023-7.27993,0
1-04-364107-6.27998,0
1-340-69870-6.28000,0
0-328-57411-2.28018,0
0-616-37471-2.28030,0
0-8212-5017-5.28037,0
1-7347727-4-3.28038,0
1-66535-371-6.28039,0
0-521-47476-0.28045,0
1-361-05516-2.28057,1
0-12-035090-4.28060,0
1-370-51542-1.28061,0
0-552-15714-7.28065,0
0-08-999968-1.28094,0
1-63372-266-X.28113,0
0-7129-1012-3.28114,0
0-396-20361-2.28116,0
0-12-975683-0.28122,0
1-04-302271-6.28137,0
1-908740-00-0.28148,0
1-74732-354-3.28176,0
1-66439-196-7.28189,0
1-80487-610-0.28215,0
0-267-02766-4.28219,0
1-69876-153-8.28224,0
1-60847-628-6.28230,0
0-9758385-8-X.28237,0
1-01-064661-3.28254,0
0-7808-3355-4.28259,0
0-474-06104-3.28267,0
0-669-07657-0.28268,0
0-13-976309-0.28306,0
0-302-18633-6.28317,0
0-929837-30-4.28327,0
1-4288-2809-5.28329,0
"NA.28338",0
0-454-52750-0.28366,0
0-13-154611-2.28370,0
0-7273-3468-9.28382,0
0-498-75666-1.28405,0
0-7540-0959-9.28414,0
0-9780046-3-9.28425,0
1-307-95536-3.28439,0
1-4223-8033-5.28442,0
1-286-71287-4.28449,0
0-7712-2081-2.28464,0
1-5134-0364-8.28469,0
1-4096-0660-0.28490,0
1-76244-861-0.28503,0
1-211-11733-2.28510,0
1-07-945326-1.28512,0
0-05-970205-2.28513,0
0-19-435068-1.28517,0
1-61344-489-3.28518,0
0-02-935063-8.28519,0
1-4146-2956-7.28533,0
0-528-06675-7.28534,0
1-100-49656-4.28564,0
1-08-592976-0.28568,0
0-620-76842-8.28578,0
1-905964-35-8.28579,0
0-7983-0029-9.28585,0
1-78578-975-9.28587,0
0-591-67110-7.28605,0
1-359-44263-4.28611,0
0-906208-57-2.28623,0
1-82294-738-3.28636,0
0-452-82490-7.28645,0
1-177-02920-0.28654,0
1-57312-346-3.28657,0
0-916856-35-6.28659,1
0-464-96129-7.28667,0
0-694-86828-0.28669,0
0-00-668472-6.28673,0
1-4363-4669-X.28679,0
0-9981038-5-3.28683,0
1-370-44298-X.28694,0
1-4181-9435-2.28706,0
0-00-608257-2.28707,0
1-878656-47-3.28709,0
1-86791-471-9.28719,0
1-891966-05-7.28720,0
0-87952-521-5.28722,0
0-7483-6572-9.28728,0
1-83014-125-2.28735,0
0-347-02890-X.28741,0
1-972078-27-5.28745,0
0-7407-2012-0.28758,0
1-229-24279-1.28759,0
0-286-82015-3.28773,0
0-05-276283-1.28786,0
0-266-33330-3.28801,0
0-239-62765-2.28804,0
0-19-304553-2.28806,0
0-578-78148-4.28818,0
1-900354-26-8.28830,0
1-346-92398-1.28846,0
0-452-08820-8.28854,0
1-64652-540-X.28861,0
0-692-44876-4.28867,0
1-7341352-8-X.28881,0
1-86711-361-9.28897,0
0-457-21070-2.28901,0
1-916436-03-X.28909,0
1-959997-37-8.28913,0
1-55212-003-1.28921,0
1-368-02203-0.28923,0
1-940608-15-5.28930,0
1-182-17839-1.28934,1
0-14-125691-5.28935,0
1-57130-537-8.28938,0
0-9572514-7-5.28944,0
0-9873964-6-3.28948,0
1-61537-288-1.28950,0
0-7773-6478-6.28951,0
0-339-16361-5.28956,0
0-8157-5804-9.28966,0
1-70278-038-4.28970,0
1-935558-83-8.28973,0
1-01-770338-8.28974,0
0-214-15158-1.28975,0
0-89883-178-4.28986,0
0-436-00456-9.29020,0
0-697-30207-5.29023,0
1-86113-484-3.29025,0
0-628-89045-1.29048,0
0-463-64381-X.29050,0
0-239-79609-8.29052,0
1-228-07758-4.29053,0
0-7311-7640-5.29059,0
1-9854-8845-0.29060,0
1-251-49432-3.29064,0
1-04-222796-9.29073,0
1-03-628678-9.29099,0
1-5045-6762-5.29108,0
1-60866-540-2.29157,0
0-466-31040-4.29168,0
0-7547-4717-4.29173,0
1-61696-409-X.29208,0
0-15-519717-7.29214,0
0-19-691304-7.29221,0
1-243-80849-7.29230,0
1-5413-5122-3.29235,0
1-60855-822-3.29246,0
1-86865-704-3.29248,0
1-158-11136-3.29253,0
0-88893-856-X.29254,0
0-904401-22-7.29262,0
0-222-85662-9.29270,0
1-61288-569-1.29275,0
0-491-06419-5.29285,0
0-7895-4180-7.29291,0
1-298-38599-7.29292,0
0-486-06799-8.29293,0
0-7051-4143-8.29296,0
1-4744-2900-9.29315,0
1-61169-535-X.29326,0
0-04-120903-6.29331,0
0-342-57758-1.29348,0
1-346-08995-7.29349,0
0-7765-5158-2.29354,0
0-06-057662-6.29371,0
1-151-01933-X.29374,0
0-276-94858-0.29379,0
0-7151-1322-4.29381,0
0-7472-9875-0.29385,0
1-01-773456-9.29394,0
0-452-51668-4.29406,0
1-61778-498-2.29415,0
0-7765-3293-6.29416,0
1-7385695-1-9.29417,1
0-89218-127-3.29428,0
0-600-68025-8.29435,0
0-9965322-6-9.29447,0
0-461-00843-2.29459,0
0-445-36446-7.29473,0
1-927121-02-7.29495,0
0-445-84694-1.29522,0
0-371-04473-1.29539,0
0-8425-1370-1.29540,0
0-314-32877-7.29547,0
0-401-83441-7.29548,0
1-63014-454-1.29555,0
0-7729-1844-9.29564,0
1-990055-68-0.29574,0
0-327-52983-0.29596,0
0-89627-619-8.29606,0
1-230-28189-4.29611,0
0-697-52211-3.29614,0
1-56413-425-3.29623,0
0-17-063808-1.29632,0
0-08-754655-8.29640,0
1-915475-05-8.29641,0
1-4254-9799-3.29660,0
1-76217-147-3.29667,0
0-7365-2270-0.29683,0
0-7996-0531-X.29684,0
1-4725-0502-6.29685,0
0-10-054155-0.29706,0
1-5002-6846-1.29712,0
1-09-266690-7.29715,0
1-4885-2101-8.29718,0
0-378-31453-X.29723,0
1-4748-2750-0.29725,0
1-112-47168-5.29747,0
0-332-21409-5.29750,0
1-7370294-6-4.29758,0
1-85997-901-7.29769,0
1-127-16514-3.29770,0
0-396-74444-3.29795,0
1-5433-6871-9.29801,0
0-7340-2092-9.29812,0
1-66312-369-1.29820,0
0-460-73898-4.29822,0
0-514-56026-6.29823,0
1-125-15293-1.29849,1
0-88336-298-8.29854,0
1-74060-773-2.29866,0
1-69865-473-1.29881,1
1-159-08485-8.29883,0
1-57273-404-3.29887,0
0-445-07211-3.29900,0
0-695-66258-9.29907,0
1-85184-221-7.29933,0
0-929402-32-4.29944,0
0-488-80386-1.29952,0
1-56032-909-2.29963,0
1-01-351621-4.29988,0
0-428-52619-5.29990,0
0-238-54790-6.29992,0
1-893450-22-8.30016,0
0-9758376-8-0.30026,0
0-485-89171-9.30048,0
0-04-828078-X.30055,0
0-17-459414-3.30056,0
0-12-084953-4.30069,0
1-350-76074-9.30075,0
0-8170-2654-1.30096,0
0-452-32324-X.30100,1
1-165-40024-3.30117,0
1-361-58624-9.30141,0
1-75563-568-0.30162,0
0-677-09415-9.30165,0
0-235-95130-7.30178,0
0-9861730-3-7.30181,0
0-7476-8936-9.30192,0
1-9992665-2-8.30196,0
0-546-31595-X.30201,0
0-365-89327-7.30208,0
1-70643-706-4.30226,0
1-68908-445-6.30228,0
0-420-04325-X.30257,0
0-85972-038-1.30259,0
0-9786097-4-3.30265,0
1-4341-7768-8.30268,0
1-03-776210-X.30277,0
0-14-746346-7.30281,0
1-82488-352-8.30307,0
0-12-338275-0.30325,1
0-9773336-5-5.30330,0
1-5198-0246-3.30337,0
1-78029-818-8.30343,0
1-69979-011-6.30344,0
1-282-44496-4.30356,0
1-70063-350-3.30376,0
0-00-303525-5.30391,0
0-940153-77-7.30397,0
1-68976-104-0.30417,0
1-146-32109-0.30418,0
1-71260-867-3.30419,0
0-468-05026-4.30433,0
0-630-00134-0.30439,0
0-273-20438-6.30441,0
0-250-22395-3.30442,0
0-675-98077-1.30458,0
1-173-20593-4.30464,0
1-58131-099-4.30467,0
1-55193-908-8.30473,0
0-19-137822-4.30475,0
0-87796-214-6.30476,0
1-61962-460-5.30486,0
0-598-46440-9.30490,0
0-13-814342-0.30499,0
1-988412-24-2.30503,0
0-9923171-3-4.30518,0
0-626-38282-3.30524,0
1-02-878315-9.30538,0
0-689-32777-3.30550,0
1-82407-328-3.30554,0
1-941506-60-7.30561,0
0-17-252098-3.30568,0
0-18-746295-X.30570,0
1-376-51991-7.30571,0
1-71478-053-8.30592,0
0-519-44561-9.30595,0
1-4181-1568-1.30596,0
0-611-19099-0.30603,0
0-06-407018-2.30628,1
1-391-56565-7.30631,0
1-995518-42-5.30686,0
1-4063-9573-0.30692,0
0-317-05539-9.30703,0
1-169-01443-7.30704,0
0-343-99087-3.30708,0
1-82975-574-9.30710,1
0-7944-1282-3.30714,0
0-555-53263-1.30726,0
1-5004-0244-3.30732,0
1-967340-33-1.30741,0
0-696-97804-0.30746,0
0-12-619920-5.30750,0
1-78444-605-X.30780,0
0-526-51380-2.30787,0
1-03-434589-3.30804,0
1-365-70286-3.30807,0
1-84775-690-5.30816,0
0-268-24070-1.30822,0
0-8434-6253-1.30824,0
0-413-24573-X.30829,0
0-673-88725-1.30837,0
0-7056-9231-0.30845,0
0-8251-1016-5.30863,0
0-7551-9267-2.30870,0
0-501-20711-2.30893,0
0-567-67403-7.30902,0
1-57631-550-9.30906,0
0-89058-069-3.30907,0
0-85846-533-7.30918,0
1-363-98119-6.30921,0
1-127-56556-7.30933,0
1-83899-842-X.30940,0
1-72376-932-0.30942,0
0-11-926732-2.30950,0
0-693-42679-9.30954,0
0-04-014700-2.30958,0
0-7765-5668-1.30995,0
0-418-17287-0.30998,0
0-7680-2218-5.31010,0
1-7368200-4-4.31014,0
1-4209-7113-1.31018,0
0-558-54944-6.31021,0
1-149-21628-X.31067,0
0-88491-898-X.31071,1
0-350-79945-8.31100,0
1-313-29308-3.31105,0
0-453-18586-X.31111,0
0-401-31331-X.31116,0
1-65352-862-1.31138,0
0-585-95927-7.31157,0
1-68504-201-5.31162,0
1-56042-577-6.31168,0
0-690-54411-1.31173,0
1-61995-493-1.31179,1
1-994348-98-4.31180,0
1-02-965206-6.31186,0
0-360-73527-4.31191,0
1-4450-4048-4.31233,0
1-4692-8806-0.31256,0
0-9643615-6-6.31270,0
0-257-22546-3.31299,0
0-666-76630-4.31301,0
1-5061-9856-2.31303,0
0-505-35781-X.31322,0
0-942457-38-2.31354,0
0-17-127580-2.31361,0
1-68108-738-3.31366,0
0-544-10271-1.31370,0
0-306-77902-1.31371,0
1-232-33287-9.31377,0
0-584-09960-6.31381,0
1-4139-2195-7.31398,0
0-481-84504-6.31401,0
1-4365-2446-6.31415,0
1-78415-725-2.31417,0
1-82346-699-0.31435,0
0-615-48244-9.31441,0
1-4324-7520-7.31453,0
1-7359192-9-2.31471,0
1-348-14611-7.31477,0
1-05-383656-2.31524,0
0-403-11728-3.31527,0
0-474-94501-4.31535,0
0-16-874853-3.31550,0
0-7513-1383-1.31604,0
0-255-56343-4.31625,0
0-672-81228-2.31636,0
0-579-98293-9.31641,0
0-236-06396-0.31651,0
0-09-007115-8.31656,0
0-342-04480-X.31668,0
0-00-153942-6.31669,0
1-297-41660-0.31672,0
0-18-753550-7.31678,0
1-179-06948-X.31700,0
1-307-80483-7.31707,0
0-7659-2935-X.31709,0
1-341-37735-0.31720,0
1-9862-4057-6.31735,0
0-9675712-9-4.31752,0
0-575-78579-9.31755,0
1-961693-48-8.31765,0
1-5427-3473-8.31777,0
0-552-16761-4.31785,0
1-911698-87-7.31804,0
0-11-811621-5.31832,0
1-395-91642-X.31840,0
0-377-88844-3.31852,0
0-15-227511-8.31855,0
1-00-966721-1.31869,0
1-151-31080-8.31877,0
0-685-60278-8.31882,0
1-4431-8494-2.31883,0
0-439-13952-X.31886,0
1-4225-5077-X.31890,0
1-5487-0959-X.31892,0
0-269-30109-7.31893,0
0-344-41817-0.31899,0
0-9844844-9-3.31901,0
0-7368-3605-5.31907,0
1-180-58647-6.31913,0
0-532-92640-4.31924,0
1-4585-2105-2.31938,0
1-4095-2782-4.31940,0
0-666-96949-3.31941,0
0-542-08011-7.31950,0
1-4857-4678-7.31958,0
1-79470-818-9.31968,0
1-165-64935-7.31976,0
0-627-96585-7.31985,0
1-63318-857-4.31990,0
1-248-28432-1.31991,0
1-63776-031-0.32000,0
1-76675-980-7.32003,1
1-68316-660-4.32013,0
0-383-64931-5.32020,0
0-8424-1348-0.32022,0
0-7779-5479-6.32031,0
1-77562-124-3.32040,0
0-305-93617-4.32048,0
0-385-83366-0.32054,0
0-524-50383-4.32056,0
1-171-99922-4.32057,0
0-222-76789-8.32077,0
0-8484-5123-6.32092,0
0-7515-3798-5.32097,0
0-9534797-3-0.32116,0
1-63288-042-3.32126,0
0-9616648-3-5.32128,0
0-88092-584-1.32136,0
1-5441-6152-2.32139,0
1-59740-289-3.32144,0
0-7371-0808-8.32145,0
0-930500-84-9.32147,0
1-4394-2114-5.32160,0
1-342-33518-X.32174,0
1-61097-520-0.32183,0
0-15-637457-9.32198,0
0-07-183076-6.32204,0
1-81034-433-6.32207,0
0-444-65469-0.32211,0
0-380-74926-2.32218,0
0-00-912960-X.32220,0
0-7470-3338-2.32231,0
0-05-809843-7.32241,0
0-352-71484-0.32248,0
0-8412-8165-3.32258,0
0-686-06368-6.32275,1
0-297-36452-9.32279,0
0-04-032276-9.32294,0
0-220-06858-5.32321,0
1-4627-1107-3.32327,0
1-158-89521-6.32352,0
1-924504-92-8.32354,0
1-85641-129-X.32359,0
0-583-92963-X.32370,0
0-453-65550-5.32373,0
0-537-44937-X.32374,0
1-65746-934-4.32386,0
1-361-64798-1.32397,0
0-233-28515-6.32417,0
0-7485-3667-1.32429,0
0-14-561423-9.32443,0
1-895266-39-4.32456,0
0-680-44556-0.32466,0
1-60031-353-1.32481,0
0-8481-2518-5.32487,0
0-7628-9490-3.32491,0
1-900935-90-2.32504,0
0-632-82487-5.32511,0
0-360-50930-4.32516,1
0-7594-3757-2.32519,0
1-919250-38-7.32526,0
1-926803-61-2.32536,0
1-86428-163-4.32544,0
1-5129-2812-7.32562,0
0-644-06989-9.32565,0
1-77543-527-X.32567,0
0-8065-4418-X.32569,0
0-656-87870-3.32570,0
1-09-029998-2.32579,0
1-77693-401-6.32592,0
1-4890-7601-8.32602,0
0-399-11140-9.32607,0
1-61694-011-5.32622,0
0-314-94269-6.32624,0
0-9786793-1-8.32634,1
1-79506-922-8.32653,0
1-924749-52-1.32662,0
0-937301-09-4.32693,0
0-279-83832-8.32710,0
1-303-27904-5.32724,0
1-912843-77-3.32741,0
1-300-05351-8.32746,0
0-00-050137-9.32764,0
1-193-50122-9.32768,0
1-68331-744-0.32769,0
1-5490-1828-0.32778,0
1-894562-26-7.32803,0
1-989655-24-6.32805,0
1-72678-409-6.32814,0
0-00-240647-0.32823,0
0-9897439-5-0.32829,0
1-4105-4725-6.32848,0
1-4198-5581-6.32891,0
1-988578-66-3.32893,0
0-539-03990-X.32902,0
1-71457-220-X.32904,0
1-74582-709-9.32906,0
0-661-07267-3.32908,0
0-387-38608-4.32937,0
1-58380-685-7.32941,1
0-7250-2208-6.32943,1
0-925681-09-1.32944,0
1-07-999790-3.32981,0
1-07-659032-2.33003,0
1-4607-3985-X.33004,0
1-875684-70-0.33007,0
0-88362-886-4.33008,0
0-525-87791-6.33011,0
0-7481-2984-7.33023,0
1-291-71369-7.33046,0
1-255-43253-5.33063,0
1-57908-816-3.33078,0
1-4828-4185-1.33095,0
0-567-19652-6.33131,0
1-62735-543-X.33138,0
1-122-47098-3.33146,0
0-909482-11-X.33149,0
